,type,username,useraddress,userid,timestamp,roomname,content
0,presence,BazaarAgent,128.2.220.133:56620,\N,2016-07-09 16:52:44,mturkno1607091,join
1,presence,Steve,69.119.118.139:55007,5,2016-07-09 16:52:45,mturkno1607091,join
2,presence,Pinky,24.176.109.237:52776,12,2016-07-09 16:52:48,mturkno1607091,join
3,text,BazaarAgent,128.2.220.133:56620,\N,2016-07-09 16:52:54,mturkno1607091,"Use this space to discuss the relative merits and demerits of each plan from your assigned perspective in step 2. That was the step where you were asked to write an individual proposal and post it to the discussion forum. Work towards a consensus on which plan you think is the best as a group. Wherever possible, supplement plan suggestions, agreements and disagreements with reasons, and try to refer to or build upon your teammates' ideas."
4,presence,newt,184.98.142.26:18955,2,2016-07-09 16:52:59,mturkno1607091,join
5,presence,chris,70.189.230.179:65164,3,2016-07-09 16:53:21,mturkno1607091,join
6,text,Pinky,24.176.109.237:52776,12,2016-07-09 16:54:19,mturkno1607091,"This is a different city with different rules, so I dont think wind applies here"
7,text,newt,184.98.142.26:18955,2,2016-07-09 16:55:29,mturkno1607091,I think plan 2 is the best one overall.
8,text,chris,70.189.230.179:65164,3,2016-07-09 16:56:06,mturkno1607091,I also agree with plan number two. Should we get this typed up?
9,text,Pinky,24.176.109.237:52776,12,2016-07-09 16:56:16,mturkno1607091,"I&#39;m still reading through the points, what is confusing to me is the total cost and the tight yearly budget."
10,text,Steve,69.119.118.139:55007,5,2016-07-09 16:56:50,mturkno1607091,It says there&#39;s a tight yearly budget of 900 mill? Wouldn&#39;t that only leave plan 1?
11,text,Pinky,24.176.109.237:52776,12,2016-07-09 16:57:00,mturkno1607091,That was my thought.
12,text,chris,70.189.230.179:65164,3,2016-07-09 16:57:36,mturkno1607091,Guess so. 
13,text,Steve,69.119.118.139:55007,5,2016-07-09 16:58:00,mturkno1607091,That wouldn&#39;t really make sense though
14,text,Steve,69.119.118.139:55007,5,2016-07-09 16:58:10,mturkno1607091,I think were supposed to consider all 4 plans
