2016-08-14,13:00:46,0,BazaarAgent,1471194048126,"Welcome, nienie
",INTRODUCTION
2016-08-14,13:00:49,0,BazaarAgent,1471194050170,"Welcome, amarka
",INTRODUCTION
2016-08-14,13:00:55,0,BazaarAgent,1471194056174,"Welcome, mturker12
",INTRODUCTION
2016-08-14,13:00:56,0,BazaarAgent,1471194058315,"Use this space to discuss the relative merits and demerits of each plan from your assigned perspective in step 3. That was the step where you were asked to write an individual proposal and post it to the discussion forum. Work towards a consensus on which plan you think is the best as a group. Wherever possible, supplement plan suggestions, agreements and disagreements with reasons, and try to refer to or build upon your teammates' ideas. I will support you in the process.",Use this space to discuss the relative merits and demerits of each plan from your assigned perspective in step 3. That was the step where you were asked to write an individual proposal and post it to the discussion forum. Work towards a consensus on which plan you think is the best as a group. Wherever possible, supplement plan suggestions, agreements and disagreements with reasons, and try to refer to or build upon your teammates' ideas. I will support you in the process.
2016-08-14,13:01:01,0,BazaarAgent,1471194062473,"Welcome, Marie
",INTRODUCTION
2016-08-14,13:01:13,0,nienie,1471194075910,Hello :),SMILES+neg
2016-08-14,13:03:42,0,mturker12,1471194226187,My only concerns with using 40% wind is that it might impact the bird habitats the city is famous for,POSITIVITY+GIVING_OPINION+pos
2016-08-14,13:04:06,0,nienie,1471194247308,I think that careful planning could alleviate most concerns.,GIVING_OPINION+neg
2016-08-14,13:04:25,0,mturker12,1471194266947,we need to make sure that is included in the proposal :),SMILES+GIVING_OPINION+GIVING_ORIENTATION+AFFIRMATIVE+HELP_REQUEST+neg
2016-08-14,13:04:42,0,nienie,1471194282933,"Perhaps do extensive research looking at the common habitats of birds, then avoid building in those areas, or in their flight paths.",EXPLANATION_CONTRIBUTION+pos
2016-08-14,13:04:50,0,mturker12,1471194290748,sounds good to me,POSITIVITY+neg
2016-08-14,13:09:01,0,BazaarAgent,1471194542649,"Welcome, amarka
",INTRODUCTION
2016-08-14,13:10:15,0,BazaarAgent,1471194616666,"Hey nienie, which of the plans seems to be the best from your perspective of environmental friendliness and reliability ?",POKING
2016-08-14,13:11:21,0,BazaarAgent,1471194682681,"Thank you for participating in the discussion. You now have just 5 minutes to finalize a joint argument in favor of one plan and complete your proposal on the left. Keep in mind that you will be evaluated solely based on the quality of your proposal (i.e., the thoroughness of the reasoning displayed).",Thank you for participating in the discussion. You now have just 5 minutes to finalize a joint argument in favor of one plan and complete your proposal on the left. Keep in mind that you will be evaluated solely based on the quality of your proposal (i.e., the thoroughness of the reasoning displayed).
